,Count,cell_bin,Coverage,TF_name,mean_delta,num_peaks,median,std,min,max,p25,p75
MZF1,1,"(0, 1]",0.0033753167076691843,MZF1,395.35836528902144,28164.0,346.0,172.02358532770708,148.0,1493.0,277.0,455.0
KDM6B,1,"(0, 1]",0.003811697845736635,KDM6B,334.2936594443706,37615.0,268.0,185.4911181612932,180.0,1493.0,208.0,390.0
ADNP,1,"(0, 1]",0.0009887841623830468,ADNP,421.16358941252423,7745.0,379.0,149.23981777401684,279.0,1493.0,318.0,472.0
ZNF579,1,"(0, 1]",0.0024113010139401527,ZNF579,424.4301568669299,18742.0,374.0,177.47353061035352,246.0,1498.0,296.0,496.0
EED,1,"(0, 1]",0.00444153548946586,EED,211.37096076168493,69320.0,171.0,129.309993282191,131.0,1497.0,141.0,226.0
ZNF519,1,"(0, 1]",0.0011018696260112677,ZNF519,254.4963243016173,14283.0,199.0,171.51770941625816,107.0,1496.0,129.0,317.0
MIER1,1,"(0, 1]",0.0025441545098088157,MIER1,479.87089765580333,17490.0,403.0,231.8157756963041,252.0,1498.0,307.0,577.0
ZNF611,1,"(0, 1]",0.00012481993828909768,ZNF611,327.3211446740859,1258.0,307.0,102.56453139695796,212.0,1152.0,248.0,388.0
ZSCAN5A,1,"(0, 1]",0.0008269486875458277,ZSCAN5A,357.82148478488983,7624.0,306.0,151.14376476829713,220.0,1496.0,252.0,415.0
ATM,1,"(0, 1]",0.00020639410423908415,ATM,317.7209519365376,2143.0,272.0,139.23242148962487,201.0,1392.0,225.0,356.0
MEIS2,1,"(0, 1]",0.006394019180739229,MEIS2,339.10978746664097,62202.0,302.0,143.09086584584182,190.0,1486.0,239.0,393.0
KLF8,1,"(0, 1]",0.005255697840423368,KLF8,465.06491242187707,37281.0,369.0,270.848594971162,201.0,1499.0,263.0,581.0
KLF7,1,"(0, 1]",0.0013161872515533577,KLF7,390.46636690647483,11120.0,332.0,184.3406485853244,135.0,1499.0,262.0,458.0
GTF2A2,1,"(0, 1]",0.00028929294933112404,GTF2A2,425.6699375557538,2242.0,382.5,161.03556242863678,264.0,1496.0,309.0,489.0
TFDP2,1,"(0, 1]",0.005125393669860121,TFDP2,375.0881361196149,45078.0,266.0,283.7809856582678,117.0,1499.0,171.0,481.0
MRTFB,1,"(0, 1]",0.01103770252606388,MRTFB,511.13027976248964,71239.0,432.0,273.6237113224402,214.0,1499.0,296.0,651.0
ZSCAN4,1,"(0, 1]",0.004501477675339137,ZSCAN4,387.45477078821716,38327.0,337.0,177.8499816182833,220.0,1499.0,269.0,438.0
ZBTB10,1,"(0, 1]",0.0030123503789231953,ZBTB10,500.3262007854194,19862.0,417.0,256.8564730527784,242.0,1499.0,307.0,609.0
ZKSCAN8,1,"(0, 1]",0.0006045062622223969,ZKSCAN8,367.66463864306786,5424.0,319.0,169.06742666443049,206.0,1480.0,252.0,426.0
EVI1,1,"(0, 1]",0.003495536341459471,EVI1,262.335168460086,43957.0,236.0,101.5445627752148,138.0,1353.0,184.0,311.0
ZBED4,1,"(0, 1]",0.0063347205403621945,ZBED4,339.4189608406828,61569.0,247.0,251.7676817325559,117.0,1498.0,166.0,418.0
ZNF83,1,"(0, 1]",0.00026375634865286084,ZNF83,265.7632864996946,3274.0,237.0,106.3770791373407,163.0,1058.0,193.0,300.0
KLF15,1,"(0, 1]",0.0005982760264314072,KLF15,219.7839643652561,8980.0,193.0,89.74510742548887,140.0,1043.0,159.0,245.0
ZNF146,1,"(0, 1]",0.0019510025969282719,ZNF146,290.19279498624826,22179.0,272.0,94.98116951948899,140.0,1441.0,232.0,325.0
GTF3C5,1,"(0, 1]",0.00017085996516629792,GTF3C5,214.72457142857144,2625.0,176.0,120.84513412839011,130.0,1338.0,141.0,241.0
ZNF596,1,"(0, 1]",0.0013143890829788356,ZNF596,293.75069439739855,14761.0,259.0,131.6056734706381,164.0,1499.0,209.0,332.0
ZNF616,1,"(0, 1]",9.292790903136235e-05,ZNF616,328.2237687366167,934.0,306.0,118.87324814110355,210.0,964.0,230.0,386.75
ZNF736,1,"(0, 1]",0.001576219948357023,ZNF736,141.4183415377084,36769.0,116.0,64.02141345118477,99.0,895.0,99.0,160.0
ZGPAT,1,"(0, 1]",0.011655421325989864,ZGPAT,482.0436281577133,79765.0,374.0,306.6306106780855,174.0,1499.0,252.0,617.0
GRHL1,1,"(0, 1]",0.0012192792424910658,GRHL1,346.0634087584961,11623.0,319.0,120.50201675048957,201.0,1439.0,260.0,399.0
ZNF485,1,"(0, 1]",0.0004417589716279015,ZNF485,217.77106993424985,6692.0,200.0,88.02058773244192,119.0,860.0,149.0,262.0
RFXAP,1,"(0, 1]",0.002638481061760415,RFXAP,331.86354277870976,26228.0,262.0,208.4554326212587,128.0,1491.0,179.0,420.0
SOX8,1,"(0, 1]",0.006521314177425321,SOX8,262.1040948354634,82079.0,232.0,84.32022429016921,189.0,1342.0,208.0,291.0
RBM34,1,"(0, 1]",3.775274928804695e-05,RBM34,267.2596566523605,466.0,240.0,80.15436158277399,195.0,742.0,212.0,294.75
IRF2BP2,1,"(0, 1]",0.003122488507242907,IRF2BP2,416.2954655674103,24744.0,368.0,153.4059040981366,272.0,1474.0,306.0,478.0
REPIN1,1,"(0, 1]",0.0005974518153130449,REPIN1,358.09247819767444,5504.0,309.0,141.1283466776967,234.0,1456.0,262.0,405.0
RUNX1-RUNX1T1,1,"(0, 1]",0.0011624341382640954,RUNX1-RUNX1T1,233.3009673298047,16437.0,201.0,107.30239103620376,132.0,1275.0,154.0,280.0
ZFP57,1,"(0, 1]",0.0016068264022734656,ZFP57,301.5575719649562,17578.0,260.0,145.39871989623373,170.0,1495.0,207.0,342.0
ZNF250,1,"(0, 1]",2.0291235032017655e-05,ZNF250,186.45961002785515,359.0,168.0,72.53620102449105,146.0,861.0,149.0,194.0
ZNF583,1,"(0, 1]",0.001243719421096833,ZNF583,360.69635164835165,11375.0,300.0,191.86119751957395,185.0,1499.0,232.0,419.0
CRY2,1,"(0, 1]",0.0013980333253272395,CRY2,325.20018333098295,14182.0,281.0,136.19138057518416,204.0,1464.0,234.0,368.0
BCL6B,1,"(0, 1]",0.0008310397332440321,BCL6B,323.59855996222853,8472.0,290.0,119.22740097793643,208.0,1442.0,242.0,367.0
ZNF613,1,"(0, 1]",5.0342354351608664e-05,ZNF613,284.375,584.0,266.5,68.4149742744545,214.0,608.0,224.0,330.0
TCF21,1,"(0, 1]",0.0032632997781315213,TCF21,256.39084976659996,41988.0,235.0,86.45287514284709,175.0,1478.0,181.0,304.0
ZBTB24,1,"(0, 1]",0.002546948764346905,ZBTB24,307.62494050452165,27313.0,236.0,205.91804043829825,146.0,1496.0,173.0,349.0
ZNF711,1,"(0, 1]",0.006487988039009449,ZNF711,754.4343320408883,28370.0,687.0,305.5911838794865,382.0,1499.0,479.0,983.0
EWSR1,1,"(0, 1]",0.0005651075157395329,EWSR1,479.85585585585585,3885.0,373.0,285.36724639300076,209.0,1495.0,269.0,598.0
HIC1,1,"(0, 1]",0.0036573099777280453,HIC1,418.4491381403253,28833.0,353.0,199.1242103653305,235.0,1497.0,282.0,482.0
AEBP2,1,"(0, 1]",5.256793656235387e-05,AEBP2,271.81347962382443,638.0,238.0,116.41868631989843,200.0,1451.0,212.0,281.75
GMEB2,1,"(0, 1]",0.0009373726676804033,GMEB2,308.2753464260792,10031.0,249.0,180.9429922654294,132.0,1463.0,177.0,385.0
ZNF467,1,"(0, 1]",0.003001582283462517,ZNF467,243.36903679307886,40687.0,217.0,102.66036176351375,146.0,1439.0,170.0,282.0
RFX3,1,"(0, 1]",0.0015150549351018135,RFX3,267.26019998930536,18701.0,220.0,145.23503464039888,132.0,1483.0,168.0,315.0
ZNF480,1,"(0, 1]",3.215605569543066e-05,ZNF480,313.84615384615387,338.0,304.0,75.12833727904896,225.0,783.0,246.25,370.5
ZNF253,1,"(0, 1]",4.5594728556908105e-05,ZNF253,374.16169154228857,402.0,291.5,236.67118139913495,167.0,1368.0,212.25,420.75
FOXP4,1,"(0, 1]",0.0060680532320294385,FOXP4,349.97069878844036,57199.0,287.0,203.9187014304729,143.0,1494.0,202.0,436.0
HOXC6,1,"(0, 1]",0.0066309284966929805,HOXC6,487.1904231625835,44900.0,432.0,192.54770597373783,290.0,1499.0,345.0,570.0
TBX18,1,"(0, 1]",0.0008795493621739348,TBX18,370.6164261080598,7829.0,314.0,176.3726077698532,207.0,1471.0,250.0,430.0
KLF14,1,"(0, 1]",0.0017424347457492184,KLF14,402.69994395404234,14274.0,337.0,197.80693607637096,214.0,1483.0,262.0,476.0
KAT8,1,"(0, 1]",6.948533204035433e-05,KAT8,375.16530278232403,611.0,330.0,144.58139862000357,244.0,1474.0,271.0,430.5
XRN2,1,"(0, 1]",0.0014951426128678661,XRN2,424.2876559139785,11625.0,347.0,239.06282705308914,180.0,1494.0,248.0,531.0
POU3F2,1,"(0, 1]",0.0006971286159733954,POU3F2,229.6321517723415,10015.0,212.0,63.34384472844957,170.0,941.0,185.0,253.0
ISL2,1,"(0, 1]",0.004524698057865357,ISL2,349.4049859550562,42720.0,286.0,205.6096858692275,139.0,1497.0,198.0,438.0
THRA,1,"(0, 1]",8.608747207036039e-05,THRA,339.7069377990431,836.0,319.0,97.01202592135772,230.0,1098.0,268.0,384.0
ZNF695,1,"(0, 1]",0.0007103023530064622,ZNF695,214.69901044529962,10914.0,184.0,106.51974289423703,121.0,1203.0,139.0,253.0
ZNF879,1,"(0, 1]",4.975700986114979e-05,ZNF879,260.54603174603176,630.0,243.0,65.97159581832291,188.0,569.0,204.0,299.75
ELF2,1,"(0, 1]",1.9357290767334192e-05,ELF2,305.5406698564593,209.0,282.0,77.78452437497732,230.0,764.0,245.0,342.0
SMAD1-5,1,"(0, 1]",0.00013767326666011626,SMAD1-5,243.91621911922664,1862.0,212.5,104.56557589173626,144.0,1180.0,168.0,284.0
TEAD2,1,"(0, 1]",0.00012368714058798698,TEAD2,274.95485175202157,1484.0,249.0,96.33187456580345,180.0,1086.0,208.0,312.25
ZBED2,1,"(0, 1]",0.0005121955263565313,ZBED2,413.5310817425355,4086.0,365.0,189.5892626373475,212.0,1414.0,277.0,485.75
TSHZ2,1,"(0, 1]",0.0030976806316578924,TSHZ2,371.3425633198881,27519.0,300.0,214.4271868213741,167.0,1492.0,221.0,447.0
CREB3L1,1,"(0, 1]",0.0025801548631883475,CREB3L1,593.895060005582,14332.0,515.0,273.05459187452186,283.0,1499.0,377.75,741.0
ZNF222,1,"(0, 1]",0.0001405445162787731,ZNF222,337.4410480349345,1374.0,323.0,87.130297840729,240.0,819.0,259.0,398.75
MCM7,1,"(0, 1]",0.0001435636934537966,MCM7,313.6450331125828,1510.0,272.5,132.76585102343793,203.0,1450.0,233.0,344.0
ZNF880,1,"(0, 1]",1.0508615976560093e-05,ZNF880,296.2991452991453,117.0,256.0,80.17881577613373,237.0,543.0,237.0,335.0
POU4F2,1,"(0, 1]",0.003173500173161027,POU4F2,177.9550909399966,58830.0,153.0,72.71734402758038,126.0,1107.0,128.0,196.0
NRIP1,1,"(0, 1]",0.006444473390148828,NRIP1,200.01459201625727,106291.0,173.0,88.65564501092568,125.0,1497.0,137.0,230.0
DIDO1,1,"(0, 1]",0.0015554452205946677,DIDO1,421.39090087870574,12177.0,356.0,197.8385447590111,227.0,1475.0,277.0,503.0
PTRF,1,"(0, 1]",0.0005361370557200382,PTRF,417.82872667139145,4233.0,343.0,217.32373016433752,226.0,1492.0,273.0,474.0
ZNF366,1,"(0, 1]",0.010924091131471936,ZNF366,470.20714490749197,76642.0,400.0,221.897336534514,252.0,1499.0,314.0,548.0
ZNF93,1,"(0, 1]",0.00011520676903693713,ZNF93,196.81874676333507,1931.0,186.0,64.79441606373204,127.0,602.0,143.0,232.0
ARID4A,1,"(0, 1]",0.005673571968042354,ARID4A,451.31815003255286,41471.0,315.0,334.0529055075609,140.0,1499.0,204.0,591.0
HMGA1,1,"(0, 1]",0.007792598443625928,HMGA1,372.0059186154202,69104.0,345.0,91.42293917712747,287.0,1189.0,303.0,412.0
RBM25,1,"(0, 1]",0.007024973859397165,RBM25,311.70671706031095,74348.0,287.0,129.66536980874528,167.0,1450.0,213.0,371.0
CSDC2,1,"(0, 1]",0.0012715034293630104,CSDC2,367.07604795659404,11427.0,294.0,212.00493756290794,179.0,1495.0,225.0,432.0
ZNF654,1,"(0, 1]",0.0037386737712925434,ZNF654,357.1941266761273,34529.0,344.0,124.25793915399008,184.0,1446.0,260.0,433.0
OSR2,1,"(0, 1]",0.004935605343213904,OSR2,311.4527717204178,52278.0,276.0,138.4950069047019,147.0,1484.0,219.0,365.0
ASXL1,1,"(0, 1]",0.00045090744222450876,ASXL1,159.006306787814,9355.0,141.0,75.2734609986422,92.0,1403.0,114.0,174.0
COBLL1,1,"(0, 1]",0.000151064954334633,COBLL1,348.740377886634,1429.0,312.0,95.09590721353213,292.0,1421.0,292.0,364.0
NKX2-5,1,"(0, 1]",0.0017380954363857184,NKX2-5,276.1957610789981,20760.0,251.0,98.47566229140135,157.0,1348.0,207.0,316.0
GTF3A,1,"(0, 1]",5.722189511337147e-06,GTF3A,168.54464285714286,112.0,138.0,104.06294771992377,102.0,856.0,116.0,175.0
ETS2,1,"(0, 1]",3.132669136301457e-05,ETS2,331.2307692307692,312.0,292.0,134.1844651592785,204.0,1117.0,233.5,393.5
T,1,"(0, 1]",0.003598341143050451,T,235.13144498365853,50485.0,209.0,71.18156574910385,179.0,1453.0,183.0,264.0
MSX2,1,"(0, 1]",0.001344970680215725,MSX2,291.2715814350423,15233.0,235.0,178.7958404573142,144.0,1487.0,181.0,329.0
PAXIP1,1,"(0, 1]",0.008157364153467392,PAXIP1,446.4015891710764,60283.0,364.0,265.6391005286457,159.0,1499.0,244.0,571.0
ELF3,1,"(0, 1]",0.014303334285119844,ELF3,546.9761203718731,86266.0,478.0,235.1132277419726,275.0,1499.0,373.0,652.0
ZIC5,1,"(0, 1]",0.0008980530381897764,ZIC5,269.79309716783536,10981.0,251.0,88.29116733407479,149.0,1314.0,208.0,306.0
ZNF627,1,"(0, 1]",7.356364626854367e-06,ZNF627,337.05555555555554,72.0,323.0,67.37761756683585,249.0,539.0,282.75,377.0
NFIX,1,"(0, 1]",0.0004509250237783392,NFIX,294.3918464278646,5053.0,287.0,77.62595075881511,193.0,1483.0,233.0,342.0
AATF,1,"(0, 1]",0.001248541616930194,AATF,274.75345207124275,14991.0,239.0,93.82177359613188,208.0,1181.0,208.0,306.0
ZNF573,1,"(0, 1]",0.001285995479803123,ZNF573,228.62610476395776,18556.0,185.0,78.29546947134395,185.0,1008.0,185.0,246.0
GLIS1,1,"(0, 1]",0.01081508095076952,GLIS1,456.1820866896816,78210.0,370.0,258.26628020671654,196.0,1499.0,270.0,558.0
ZNF17,1,"(0, 1]",8.712629939754969e-05,ZNF17,300.3364681295716,957.0,287.0,77.46119056121822,211.0,651.0,233.0,355.0
ZNF213,1,"(0, 1]",0.002074925269711539,ZNF213,374.59618015651506,18273.0,315.0,185.0167436945012,212.0,1496.0,251.0,428.0
HOXC5,1,"(0, 1]",0.00021832136973161913,HOXC5,241.52347417840375,2982.0,217.0,80.98980901100391,163.0,873.0,184.0,273.0
ZNF343,1,"(0, 1]",0.00036588486668184486,ZNF343,282.5426029962547,4272.0,253.0,118.62309470183774,164.0,1150.0,196.0,327.0
ZNF846,1,"(0, 1]",6.893181622493337e-05,ZNF846,276.97929354445796,821.0,256.0,80.75534149810731,200.0,785.0,211.0,316.0
MRTFA,1,"(0, 1]",0.0011453006109260757,MRTFA,347.7446847676024,10865.0,312.0,134.26383781167317,212.0,1399.0,245.0,412.0
ZNF660,1,"(0, 1]",0.00624256470404818,ZNF660,370.85669007743564,55530.0,296.0,223.40924063914727,165.0,1498.0,222.0,435.0
ZNF462,1,"(0, 1]",0.0019591859008456346,ZNF462,258.62038333800166,24991.0,216.0,137.0102436528581,136.0,1497.0,169.0,298.0
ZNF431,1,"(0, 1]",1.9924750573724146e-05,ZNF431,342.34375,192.0,332.0,73.76811384615203,244.0,567.0,280.5,397.0
HEXIM1-CDK9,1,"(0, 1]",0.0002799659350240661,HEXIM1-CDK9,157.44681213774294,5866.0,145.0,40.8131414600443,145.0,1409.0,145.0,154.0
ZNF506,1,"(0, 1]",0.0003580498594084682,ZNF506,209.09453000531067,5649.0,193.0,86.28573234553511,118.0,1270.0,143.0,245.0
ZNF292,1,"(0, 1]",5.850777358490255e-05,ZNF292,271.84788732394367,710.0,246.0,102.99759381958786,207.0,1486.0,215.0,292.0
DAXX,1,"(0, 1]",0.004315098957615076,DAXX,225.0009009436199,63267.0,202.0,91.71196477965957,129.0,1345.0,160.0,262.0
ZNF652,1,"(0, 1]",0.004785740481493319,ZNF652,263.15965195939526,59993.0,207.0,171.04779301086944,114.0,1494.0,150.0,314.0
ZSCAN16,1,"(0, 1]",0.004870685455694939,ZSCAN16,236.54751424323172,67927.0,213.0,92.34670652819122,148.0,1450.0,170.0,274.0
ZNF34,1,"(0, 1]",0.0017369095908928778,ZNF34,385.0488542436664,14881.0,383.0,127.65565964097047,150.0,1473.0,289.0,451.0
ZNF432,1,"(0, 1]",1.586250224817299e-05,ZNF432,261.645,200.0,248.0,66.90546075166031,183.0,505.0,204.0,304.0
CDK9-HEXIM1,1,"(0, 1]",0.00011723501346244737,CDK9-HEXIM1,158.24386252045826,2444.0,144.0,57.359844163378035,144.0,1395.0,144.0,151.25
TFEB,1,"(0, 1]",0.000685712731193136,TFEB,253.48565665620796,8924.0,230.0,89.11916776674576,162.0,902.0,187.0,295.0
ZNF416,1,"(0, 1]",6.712819130611915e-05,ZNF416,338.0916030534351,655.0,299.0,128.78778804041835,232.0,1182.0,257.0,366.5
ZNF430,1,"(0, 1]",1.1127001663010682e-05,ZNF430,260.3333333333333,141.0,261.0,56.89660630937321,181.0,399.0,211.0,302.0
THAP1,1,"(0, 1]",0.0016784557744904205,THAP1,166.18379903358445,33319.0,129.0,109.458604769445,97.0,1487.0,103.0,182.0
MYC-DAXX,1,"(0, 1]",0.002363793230448348,MYC-DAXX,571.0689124862688,13655.0,491.0,314.3976689714414,169.0,1499.0,313.0,760.0
THRB,1,"(0, 1]",0.004215737715532958,THRB,318.9100415051939,43609.0,259.0,189.21695860251697,137.0,1498.0,184.0,390.0
ZNF426,1,"(0, 1]",0.0011713758740380755,ZNF426,403.7051817801922,9572.0,406.0,103.66260584354967,220.0,1493.0,346.0,458.0
SVIL,1,"(0, 1]",8.346387985652223e-06,SVIL,216.8031496062992,127.0,212.0,55.91802948734229,144.0,397.0,172.0,246.5
ZNF211,1,"(0, 1]",0.00012280806289646407,ZNF211,356.3175021987687,1137.0,321.0,139.95767211516613,227.0,1470.0,265.0,406.0
ASXL3,1,"(0, 1]",0.003716011148405083,ASXL3,461.1863361047365,26581.0,401.0,229.76922109265257,204.0,1499.0,283.0,578.0
NFATC2,1,"(0, 1]",0.0020879586574442006,NFATC2,433.3705800931169,15894.0,387.0,200.8112498711877,182.0,1478.0,282.0,541.0
E2F5,1,"(0, 1]",0.00032610417609852614,E2F5,276.69470164609055,3888.0,246.0,111.24178120186527,170.0,1468.0,201.0,315.0
HNRNPH1,1,"(0, 1]",0.004903194051857694,HNRNPH1,237.37498165595375,68142.0,193.0,128.6225758543113,152.0,1482.0,162.0,258.0
CRX,1,"(0, 1]",0.0036636951130708862,CRX,327.64606376057253,36888.0,314.0,92.83932996409409,192.0,1494.0,261.0,375.0
SGF29,1,"(0, 1]",1.6569098834014327e-05,SGF29,396.0869565217391,138.0,331.0,204.21491035095298,191.0,1099.0,243.0,490.0
ZNF487,1,"(0, 1]",0.00017687619100893753,ZNF487,313.20397208803007,1863.0,296.0,47.907181171976184,296.0,662.0,296.0,296.0
ZNF764,1,"(0, 1]",0.0005194533736558874,ZNF764,327.4662717370533,5233.0,276.0,162.24168500541046,187.0,1432.0,221.0,372.0
UBN1,1,"(0, 1]",0.0026364985900009115,UBN1,352.49967577206775,24674.0,289.0,200.18452138244783,166.0,1498.0,209.0,428.0
ZNF534,1,"(0, 1]",0.002707029115103463,ZNF534,211.41192206623896,42241.0,165.0,144.29049069308192,88.0,1492.0,111.0,262.0
FOXJ3,1,"(0, 1]",0.0015255341474452433,FOXJ3,317.4943536685383,15851.0,282.0,132.81807919310526,172.0,1439.0,221.0,376.0
ZBTB6,1,"(0, 1]",0.0024791324673994904,ZBTB6,255.06611776447104,32064.0,223.0,115.34226323966476,152.0,1445.0,183.0,286.0
ZNF205,1,"(0, 1]",0.003019402703920878,ZNF205,332.46809078771696,29960.0,295.0,75.51724185051378,295.0,1131.0,295.0,338.0
ZBTB44,1,"(0, 1]",0.003257717634790351,ZBTB44,311.5321332289764,34497.0,260.0,166.57757847877843,158.0,1482.0,200.0,364.0
ZNF232,1,"(0, 1]",0.002105237384166441,ZNF232,286.00226495902484,24283.0,228.0,173.4835548786568,123.0,1476.0,165.0,348.0
ZNF524,1,"(0, 1]",0.0019410747784885938,ZNF524,421.6392309211826,15187.0,353.0,208.127019087924,224.0,1498.0,270.0,503.0
ZNF780A,1,"(0, 1]",9.435383367306019e-05,ZNF780A,277.91517857142856,1120.0,269.5,74.02102774666312,178.0,583.0,215.75,331.0
CRY1,1,"(0, 1]",0.003728325208081888,CRY1,291.8703607024205,42140.0,259.0,110.07172194360581,201.0,1442.0,213.0,322.0
CDK2,1,"(0, 1]",0.00019220791220957379,CDK2,190.29921968787514,3332.0,181.0,41.20161045741225,178.0,1481.0,181.0,181.0
BICRA,1,"(0, 1]",0.001541806481775809,BICRA,263.00656704069496,19339.0,222.0,130.14810615579083,162.0,1485.0,184.0,291.0
ZNF33B,1,"(0, 1]",1.4069790017943195e-05,ZNF33B,386.7916666666667,120.0,354.0,98.91570945522666,286.0,619.0,292.0,461.0
ZNF491,1,"(0, 1]",2.0444922062914936e-05,ZNF491,302.4484304932735,223.0,273.0,102.41320554962127,221.0,909.0,239.0,331.0
ZNF649,1,"(0, 1]",0.00011525890743795159,ZNF649,325.26005132591956,1169.0,278.0,87.38020637474642,269.0,961.0,269.0,358.0
ZNF765,1,"(0, 1]",9.579218665453472e-05,ZNF765,216.14911080711354,1462.0,207.0,67.64360592256101,140.0,642.0,157.0,259.0
KDM4B,1,"(0, 1]",0.0020520553057409747,KDM4B,283.1736802476366,23906.0,222.0,172.23758864806751,132.0,1486.0,162.0,347.0
GATAD2A,1,"(0, 1]",0.0004134099285972419,GATAD2A,298.4904793171372,4569.0,263.0,111.31863458287783,192.0,1145.0,220.0,339.0
ZNF512B,1,"(0, 1]",0.0020054023495216164,ZNF512B,362.6402455736447,18243.0,313.0,156.00316607857033,207.0,1476.0,258.0,412.0
EBF3,1,"(0, 1]",0.0033771145731134678,EBF3,306.15856440133007,36389.0,269.0,133.42186932808374,169.0,1497.0,205.0,367.0
MNX1,1,"(0, 1]",0.006292703658009784,MNX1,419.52782830120043,49482.0,306.0,288.9047971475125,154.0,1499.0,208.0,536.0
BHLHE22,1,"(0, 1]",0.0011485007568534575,BHLHE22,231.01048716541675,16401.0,187.0,143.0942619983129,109.0,1493.0,138.0,270.0
NR0B1,1,"(0, 1]",0.00010382422858290789,NR0B1,347.0182370820669,987.0,306.0,138.33614904862344,221.0,1471.0,252.0,396.0
ZNF730,1,"(0, 1]",9.110912760062532e-05,ZNF730,294.66764705882355,1020.0,276.0,93.43019588859423,199.0,815.0,215.0,346.0
SUPT6H,1,"(0, 1]",0.005542831896196207,SUPT6H,439.519145253948,41603.0,344.0,259.0677356721339,198.0,1498.0,253.0,533.0
RBP2,1,"(0, 1]",0.00014357430301214255,RBP2,212.68028738212843,2227.0,185.0,95.29347105920813,105.0,788.0,142.0,261.0
ZSCAN30,1,"(0, 1]",0.003108707903472451,ZSCAN30,339.67123741388446,30192.0,269.0,200.5343751000957,161.0,1495.0,204.0,401.0
ZNF136,1,"(0, 1]",0.00027268899051968726,ZNF136,393.0,2289.0,353.0,115.142959940138,287.0,883.0,287.0,477.0
RLF,1,"(0, 1]",0.00045097564652816135,RLF,359.0079633204633,4144.0,309.0,148.85538402400906,226.0,1419.0,258.0,408.0
EP400,1,"(0, 1]",0.0029007860228315477,EP400,489.0850454870694,19566.0,412.0,250.00265682046626,230.0,1498.0,302.0,595.0
ZNF692,1,"(0, 1]",0.007914442552364101,ZNF692,484.15543234372393,53927.0,394.0,266.39725738471395,218.0,1499.0,288.0,593.0
ZNF22,1,"(0, 1]",0.0018557354318467431,ZNF22,206.26374663072775,29680.0,175.0,88.81571892412292,136.0,1445.0,146.0,234.0
MECOM,1,"(0, 1]",0.0037180139298905626,MECOM,233.2845350628602,52577.0,207.0,88.76641226473257,146.0,1007.0,166.0,270.0
SHOX2,1,"(0, 1]",0.001553403335308427,SHOX2,385.53573578092085,13292.0,314.0,213.09287452125992,192.0,1498.0,240.0,451.0
ASH1L,1,"(0, 1]",0.0005200202272018004,ASH1L,346.2161453077699,4955.0,310.0,131.74756074971313,215.0,1402.0,251.0,398.0
ZNF696,1,"(0, 1]",6.162607434790119e-05,ZNF696,316.6651090342679,642.0,241.5,206.37325513347764,158.0,1457.0,190.0,352.75
L3MBTL4,1,"(0, 1]",0.0008558542776942928,L3MBTL4,231.15998035041756,12214.0,195.0,111.18174364262032,138.0,1343.0,157.0,266.0
CSNK2A1,1,"(0, 1]",0.0018153014955995515,CSNK2A1,379.69312706061373,15772.0,294.0,234.0873184538103,178.0,1492.0,211.0,467.0
ZNF391,1,"(0, 1]",0.0025433633398864453,ZNF391,427.70719274098997,19617.0,356.0,211.62804866222723,228.0,1497.0,276.0,508.0
MXD4,1,"(0, 1]",0.007644867618784074,MXD4,379.43259060887357,66467.0,270.0,285.91610003596907,127.0,1499.0,179.0,470.0
ZSCAN21,1,"(0, 1]",0.00427538253064231,ZSCAN21,409.7054756717502,34425.0,345.0,201.48623099034745,219.0,1495.0,268.0,480.0
KMT2C,1,"(0, 1]",0.0036278151023960213,KMT2C,392.95518124507487,30456.0,338.0,195.99972741818422,193.0,1498.0,249.0,479.0
NFKB2,1,"(0, 1]",0.00153802462892083,NFKB2,199.96878571710084,25373.0,168.0,115.06159940169897,94.0,1446.0,123.0,233.0
NFKBIZ,1,"(0, 1]",0.006564551158987517,NFKBIZ,341.9205033472275,63336.0,252.0,243.8368448279017,127.0,1497.0,173.0,422.0
ZBTB49,1,"(0, 1]",2.2838135295526407e-05,ZBTB49,308.7745901639344,244.0,275.0,133.07785094977896,210.0,1477.0,236.0,334.25
RPA2,1,"(0, 1]",0.0032328745960976757,RPA2,376.73421879967503,28309.0,297.0,225.0408039447449,185.0,1499.0,225.0,440.0
ZNF473,1,"(0, 1]",0.0002148502253710575,ZNF473,372.2542016806723,1904.0,309.5,180.1527567008587,225.0,1494.0,255.0,422.0
SNAI1,1,"(0, 1]",4.2089633609639395e-06,SNAI1,121.79824561403508,114.0,80.5,135.30667754418232,51.0,1127.0,59.25,129.5
IRF5,1,"(0, 1]",0.0004389944238531812,IRF5,309.049082373026,4686.0,268.0,130.17686082047987,198.0,1431.0,222.0,347.0
TCF25,1,"(0, 1]",0.0005271610662291124,TCF25,216.57011207970112,8030.0,187.0,97.90488776263446,123.0,1112.0,149.0,252.0
ZFP91,1,"(0, 1]",0.0013041275181466174,ZFP91,397.0286083425618,10836.0,343.0,187.73029164876527,224.0,1497.0,271.0,449.0
WRNIP1,1,"(0, 1]",4.399632280952871e-06,WRNIP1,216.62686567164178,67.0,188.0,85.2820340277243,150.0,733.0,166.5,235.5
ZNF287,1,"(0, 1]",5.727160847247828e-05,ZNF287,180.79808612440192,1045.0,159.0,67.65324874164644,120.0,523.0,129.0,209.0
